name,quality_score,deployable,has_dockerfile,has_tests,size_mb,file_count,has_readme,has_license
fusion-vision-forge,40,False,False,False,0.86,134,True,False
gemini-cli,100,True,True,True,7.84,545,True,True
git-insight-hub,40,False,False,False,1.48,207,True,False
git-mcp,100,True,True,True,106.81,267,True,True
githubdoco,40,False,False,False,0.89,103,True,False
githubhubbolt,40,False,False,False,0.37,92,True,False
githubrepoanalyzer,40,False,False,False,0.49,125,True,False
goose,90,True,True,False,129.6,624,True,True
guardian-ai-speak,40,False,False,False,1.38,196,True,False
hackathonbolt,50,False,False,False,1.24,176,True,False
Harvard-Algorithmic-Trading-with-AI,65,False,False,False,8.54,71,True,True
hermes-agent,100,True,True,True,31.57,1632,True,True
hyperdrive-ai-nexus,40,False,False,False,1.35,175,True,False
hyperlink-organizer-plus,40,False,False,False,1.26,172,True,False
ideaforgemobilebolt,40,False,False,False,0.71,82,True,False
idealaunch-hub,75,True,True,False,1.89,212,True,False
image-code-scholar,40,False,False,False,1.14,186,True,False
influence-bloom-hub,40,False,False,False,1.1,166,True,False
insight-enterprise-ai-nexus,40,False,False,False,1.21,185,True,False
insight-garden-craft,40,False,False,False,1.33,152,True,False
InstantCoder,65,False,False,False,6.19,124,True,True
intellicode-nexus,40,False,False,False,0.99,144,True,False
intellitool-dash,40,False,False,False,1.32,164,True,False
JARVIS-Ecosystem,40,False,False,True,0.59,103,True,False
kamakaze-jarvis-inspired-ai-assistant,40,False,False,False,1.31,169,True,False
kamakaze-jarvis-inspired-ai-assistant-1,40,False,False,False,1.45,170,True,False
kamikaze-ai-buddy,40,False,False,False,1.34,177,True,False
kbbolt,40,False,False,False,0.51,92,True,False
kbbolt2,40,False,False,False,0.24,49,True,False
keno-oracle,10,False,False,False,0.03,27,False,False
keno-oz-oracle,40,False,False,False,1.91,201,True,False
kenobolt,40,False,False,False,0.59,104,True,False
keymaster-bot,55,False,False,False,1.71,173,True,True
knnoo,30,False,False,False,0.03,46,True,False
knowl-ai-nexus,40,False,False,False,0.92,155,True,False
ladybird,100,True,True,True,106.4,16009,True,True
leahmfoots_a-889354,65,False,False,False,1.25,135,True,True
leahmfoots_ai-coder-s-compass,90,True,True,False,1.43,198,True,True
leahmfoots_ai-deals-master,90,True,True,False,1.85,212,True,True
leahmfoots_ai-dev-platform,65,False,False,False,1.24,201,True,True
leahmfoots_ai-development-control-system,65,False,False,False,1.39,185,True,True
leahmfoots_ai-pilot-house,90,True,True,False,1.33,160,True,True
leahmfoots_ai-pilot-station,65,False,False,False,1.43,169,True,True
leahmfoots_ai-pulse-hub,65,False,False,False,1.22,156,True,True
leahmfoots_ai-tool-discovery-platform,55,False,False,False,0.03,48,True,True
leahmfoots_ai-tool-discovery-platform-1,55,False,False,False,0.03,48,True,True
leahmfoots_ai-tool-discovery-platform-11,55,False,False,False,0.03,48,True,True
leahmfoots_ai-tool-discovery-platform-3,55,False,False,False,0.03,48,True,True
leahmfoots_ai-tool-discovery-platform-4,55,False,False,False,0.03,48,True,True
leahmfoots_ai-tool-discovery-platform-5,55,False,False,False,0.03,48,True,True
leahmfoots_ai-tool-discovery-platform-6,55,False,False,False,0.03,48,True,True
leahmfoots_ai-tool-discovery-platform-7,55,False,False,False,0.03,48,True,True
leahmfoots_ai-trial-tracker,65,False,False,False,1.28,203,True,True
leahmfoots_ai-usage-guardian-angel,65,False,False,False,1.96,218,True,True
leahmfoots_ai-vibe-hub,65,False,False,False,1.81,262,True,True
leahmfoots_aigenius-toolkit,65,False,False,False,2.25,266,True,True
leahmfoots_aiproj,65,False,False,False,0.92,128,True,True
leahmfoots_aitoolv0,65,False,False,False,1.1,178,True,True
leahmfoots_artspark-gallery-verse,65,False,False,False,1.68,202,True,True
leahmfoots_artspark-nft-hub,65,False,False,False,1.78,205,True,True
leahmfoots_aussie-earn,65,False,False,False,1.15,162,True,True
leahmfoots_boltaicrypto,65,False,False,False,0.58,113,True,True
leahmfoots_boltaidevprojdash,65,False,False,False,0.3,78,True,True
leahmfoots_boltaupromange,65,False,False,False,0.96,129,True,True
leahmfoots_boltbookmarkhub,65,False,False,False,0.92,106,True,True
leahmfoots_boltchathistoryorg,65,False,False,False,0.41,94,True,True
leahmfoots_boltknowledgemanagement,65,False,False,False,1.84,254,True,True
leahmfoots_boltnextgencrypto,65,False,False,False,0.53,102,True,True
leahmfoots_boltrndabout,65,False,False,False,0.96,245,True,True
leahmfoots_boltultagentsystem,65,False,False,False,0.49,99,True,True
leahmfoots_c-389547,65,False,False,False,2.92,220,True,True
leahmfoots_code-archaeologist-workbench,65,False,False,False,1.93,201,True,True
leahmfoots_codecraft-clone,65,False,False,False,1.34,193,True,True
leahmfoots_command-center-ai,65,False,False,False,1.57,180,True,True
leahmfoots_comment-roulette-youtube,65,False,False,False,0.87,140,True,True
leahmfoots_creation-forge-kit,65,False,False,False,2.06,212,True,True
leahmfoots_creativeforge-nexus-studio,65,False,False,False,1.4,165,True,True
leahmfoots_crypto-nexus-compass,65,False,False,False,2.51,280,True,True
leahmfoots_darkflow-ai-nexus,65,False,False,False,1.35,193,True,True
leahmfoots_escorts--babes-clone,65,False,False,False,0.96,141,True,True
leahmfoots_favsort,65,False,False,False,0.53,142,True,True
leahmfoots_fusion-vision-forge,65,False,False,False,0.86,136,True,True
leahmfoots_influence-bloom-hub,65,False,False,False,1.1,168,True,True
leahmfoots_meme-verse-oracle,65,False,False,False,1.49,176,True,True
leahmfoots_model-morph-deploy,65,False,False,False,1.42,161,True,True
leahmfoots_orchids-ai-coder-s-live-dashboard,65,False,False,False,1.2,150,True,True
leahmfoots_prodev-accelerator,65,False,False,False,1.37,170,True,True
leahmfoots_projectzen-ai-dashboard,65,False,False,False,1.44,204,True,True
leahmfoots_promethus-ai-toolkit,90,True,True,False,2.53,261,True,True
leahmfoots_quad-view-grid,90,True,True,False,1.04,170,True,True
leahmfoots_quad-view-nexus,65,False,False,False,0.98,155,True,True
leahmfoots_rogue-parrot-command-center,65,False,False,False,1.27,196,True,True
leahmfoots_social-boost-circle-09963,65,False,False,False,3.08,372,True,True
leahmfoots_the-lovable-dev-hub,65,False,False,False,2.25,248,True,True
leahmfoots_ultimate-agent-system,65,False,False,False,1.24,183,True,True
leahmfoots_ultimate-agent-system-1,65,False,False,False,1.12,151,True,True
leahmfoots_v0-ai-coding-assistants,65,False,False,False,0.44,94,True,True
leahmfoots_v0-ai-coding-tools-directory,65,False,False,False,0.44,135,True,True
leahmfoots_v0-ai-mission-control,65,False,False,False,0.39,91,True,True
leahmfoots_v0-ai-news-dashboard,65,False,False,False,0.59,145,True,True
leahmfoots_v0-ai-powered-chat-tool,65,False,False,False,0.49,129,True,True
leahmfoots_v0-ai-project-management-tool,65,False,False,False,0.88,175,True,True
leahmfoots_v0-ai-tool-list,65,False,False,False,0.75,164,True,True
leahmfoots_v0-ai-tools-directory,65,False,False,False,0.44,156,True,True
leahmfoots_v0-browser-favorites-app,65,False,False,False,0.42,111,True,True
leahmfoots_v0-comprehensive-content-system,55,False,False,False,0.14,76,True,True
leahmfoots_v0-crypto-trading-platform,65,False,False,False,0.6,160,True,True
leahmfoots_v0-iframe-state-preservation,65,False,False,False,0.32,95,True,True
leahmfoots_v0-image-analysis,65,False,False,False,0.3,93,True,True
leahmfoots_v0-music-and-video-platform,65,False,False,False,0.86,159,True,True
leahmfoots_v0-prompt-os-app-build,65,False,False,False,0.78,189,True,True
leahmfoots_v0-prompt-os-dashboard,65,False,False,False,0.97,205,True,True
leahmfoots_v0-v0-dev-project-management,100,True,True,True,12.99,231,True,True
leahmfoots_voice-spark-incubator,65,False,False,False,0.82,130,True,True
leahmfoots_youware-fullscreen-clone,65,False,False,False,1.0,173,True,True
leahmfoots_zeronev0,65,False,False,False,0.52,140,True,True
leaked-system-prompts,90,True,True,False,25.35,129,True,True
learn-typescript-from-python,80,True,True,False,52.11,2957,True,True
legacy-compass,40,False,False,False,1.17,147,True,False
legacy-video-forge,40,False,False,False,1.71,223,True,False
linkwarden,80,True,True,False,19.07,920,True,True
litellm,100,True,True,True,421.63,4641,True,True
local-ai-packaged,55,False,False,False,8.06,82,True,True
local-operator,100,True,True,True,157.11,203,True,True
lovable-api-genesis,40,False,False,False,1.08,154,True,False
lovable-complex-creator,65,True,True,False,1.84,206,True,False
lovable-trading-sight,40,False,False,False,0.85,134,True,False
lovable-view-hub-nexus,40,False,False,False,1.69,209,True,False
loving-crypto-insights,40,False,False,False,1.49,223,True,False
lumen-ai-pulse,40,False,False,False,1.19,152,True,False
mcp-crawl4ai-rag,90,True,True,False,0.43,60,True,True
mcp-demo,65,False,False,False,0.43,65,True,True
mcp-use,100,True,True,True,12.36,243,True,True
meme-finding,40,False,False,False,2.07,230,True,False
meme-verse-oracle,40,False,False,False,1.49,174,True,False
metamcp,90,True,True,False,3.75,329,True,True
model-morph-deploy,40,False,False,False,1.42,159,True,False
monetization-dashboard,40,False,False,False,1.42,162,True,False
monetization-idea-generator,40,False,False,False,1.07,145,True,False
money-mint-machine,40,False,False,False,1.55,185,True,False
moneymakerbolt,40,False,False,False,0.42,78,True,False
moon-dev-ai-agents,100,True,True,True,371.13,7638,True,True
moon-dev-ai-agents-for-trading,90,True,True,False,650.15,361,True,True
Moon-Dev-Code,55,False,False,False,7.55,55,True,True
multi-agent-coding-environment,65,False,False,True,0.51,98,True,True
multi-key-mind,65,True,True,False,1.39,214,True,False
multi-platform-monetization-strategy,40,False,False,False,2.2,264,True,False
my-life-verified,40,False,False,False,0.96,161,True,False
n8n,100,True,True,True,81.22,13576,True,True
n8n-verse,40,False,False,False,1.33,173,True,False
n8necobolt,10,False,False,False,0.03,46,False,False
nautilus_trader,100,True,True,True,119.43,3610,True,True
nexus-farm-engine,40,False,False,False,1.32,195,True,False
no-code-architects-toolkit,90,True,True,False,130.66,308,True,True
nocodeexplorerbolt,40,False,False,False,0.53,103,True,False
omnara,75,False,False,True,91.98,276,True,True
onthereg-vscode-extension,55,False,False,False,0.05,57,True,True
open-lovable,100,True,True,True,1.13,153,True,True
Open-lovable-DIY,100,True,True,True,1.23,191,True,True
open-source-showcase,40,False,False,False,2.01,257,True,False
open-webui,100,True,True,True,145.16,4998,True,True
openclaw-hub,40,False,False,False,1.17,182,True,False
OpenDeepWiki,65,False,False,False,28.46,673,True,True
openrouter-ai-ecosystem,100,True,True,True,107.01,580,True,True
openrouter-archon-unlimited-ai,65,False,False,True,0.79,74,True,True
orchids-ai-coder-s-live-dashboard,40,False,False,False,1.2,148,True,False
orchids-devsuite,40,False,False,False,1.16,135,True,False
orchids-poolday-ai-clone,10,False,False,False,0.03,27,False,False
ottomator-agents,100,True,True,True,105.22,724,True,True
oz-hack-emporium,40,False,False,False,3.99,227,True,False
perplexity-ai-clone,40,False,False,False,1.1,162,True,False
perplexity-ai-clone-1,40,False,False,False,1.22,187,True,False
persona-craft-agency,40,False,False,False,1.27,165,True,False
pipedream,90,True,True,False,578.16,39019,True,True
plandex,100,True,True,True,57.96,849,True,True
platenhance,10,False,False,False,0.03,27,False,False
playwright-mcp,100,True,True,True,0.83,187,True,True
poke-marvel-market,40,False,False,False,1.46,203,True,False
portalaibolt,40,False,False,False,0.22,65,True,False
prodev-accelerator,40,False,False,False,1.37,168,True,False
productblueprintbolt,40,False,False,False,0.55,96,True,False
project-confluence-magic,40,False,False,False,1.83,165,True,False
project-genesis,40,False,False,False,1.43,236,True,False
project-genesis-ai,40,False,False,False,1.45,238,True,False
project-hub,40,False,False,False,1.39,175,True,False
project-sage-haven,65,True,True,False,1.81,199,True,False
project-sifter,40,False,False,False,1.71,195,True,False
projectbolt,40,False,False,False,0.24,71,True,False
projectmanagemenbolt,50,False,False,False,0.8,124,True,False
projectzen-ai-dashboard,50,False,False,False,1.44,203,True,False
projmanagementhub,40,False,False,False,1.1,109,True,False
promethus-ai-toolkit,65,True,True,False,2.53,259,True,False
prompt-waterfall-blitz,40,False,False,False,1.89,193,True,False
promptbrain-organizer-ai,40,False,False,False,1.51,205,True,False
prompthubbolt,50,False,False,False,1.57,236,True,False
prompts,10,False,False,False,0.08,52,False,False
prompts.chat,90,True,True,False,206.72,1805,True,True
PydanticAI-Research-Agent,75,False,False,True,0.54,136,True,True
quad-view-grid,90,True,True,False,1.04,170,True,True
quad-view-nexus,40,False,False,False,0.98,153,True,False
quantify-ai-trader,40,False,False,False,1.49,197,True,False
Qwen,100,True,True,True,34.69,224,True,True
remix-of-cosmic-craft-core,40,False,False,False,1.6,174,True,False
remote-access-tool,90,True,True,False,10.74,125,True,True
remote-agentic-coding-system,100,True,True,True,1.39,208,True,True
repo-prompt-master,40,False,False,False,1.74,171,True,False
repo-rite,75,True,True,True,1.84,204,True,False
repo-wizard-supreme,65,True,True,False,3.58,374,True,False
repo-wizard-unleashed,40,False,False,False,3.05,318,True,False
research-loop-dashboard,40,False,False,False,2.16,207,True,False
rest-express-replit,55,False,False,False,0.03,48,True,True
rogue-parrot-command-center,40,False,False,False,1.27,194,True,False
Roo-Code,80,True,True,False,10.85,1472,True,True
roundabout,30,False,False,False,0.03,46,True,False
roundabout-creator-hub,40,False,False,False,1.57,161,True,False
roundabout-creator-platform,40,False,False,False,1.1,168,True,False
scrape-automator-wizard,40,False,False,False,2.35,281,True,False
scrapy,75,False,False,True,5.85,651,True,True
self-hosted-ai-starter-kit,55,False,False,False,7.84,60,True,True
servers,75,False,False,True,1.3,147,True,True
short-crypto-to-0-trading-bot,65,False,False,False,0.11,57,True,True
sketch-to-artifact-builder,40,False,False,False,1.21,158,True,False
sky-share-viewer,40,False,False,False,0.99,146,True,False
social-boost-circle,65,False,False,False,2.55,324,True,True
social-boost-circle-09963,40,False,False,False,3.08,370,True,False
socialautomationbolt,40,False,False,False,0.62,118,True,False
socialmediabolt,50,False,False,False,2.08,171,True,False
socialv0,40,False,False,False,0.79,201,True,False
socmedia,40,False,False,False,0.92,199,True,False
solana-trading-bot-v2,65,False,False,False,1.09,90,True,True
spec-kit,65,False,False,False,4.29,96,True,True
story-loom-video,40,False,False,False,1.69,205,True,False
supabase-mcp,65,False,False,False,0.86,137,True,True
super-coach-pro,55,False,False,False,0.43,164,True,True
superclaude,65,False,False,False,0.13,61,True,True
superclaudezz,65,False,False,False,0.13,59,True,True
swift-chat-ai-dock,40,False,False,False,0.81,131,True,False
system-prompts-and-models-of-ai-tools,55,False,False,False,0.64,84,True,True
system_prompts_leaks,55,False,False,False,0.33,56,True,True
tab-time-automator,65,True,True,False,1.27,165,True,False
taskmanagekanbanbolt,40,False,False,False,0.57,134,True,False
tellem,30,False,False,False,0.03,46,True,False
tellemthatsme,30,False,False,False,0.03,46,True,False
tellemthatsme_ai-browser-playground-hub,90,True,True,False,1.5,215,True,True
tellemthatsme_ai-browser-playground-nexus,65,False,False,False,1.41,188,True,True
tellemthatsme_ai-command-center-nexus-22,100,True,True,True,2.22,323,True,True
tellemthatsme_ai-deal-seeker-pro,65,False,False,False,2.06,241,True,True
tellemthatsme_ai-dev-flow-41,65,False,False,False,1.02,154,True,True
tellemthatsme_ai-muse-studio,65,False,False,False,1.63,234,True,True
tellemthatsme_ai-navigator-pro,65,False,False,False,0.87,144,True,True
tellemthatsme_ai-nexus-command-center,90,True,True,False,1.54,201,True,True
tellemthatsme_ai-nexus-command-center-13,65,False,False,False,1.51,207,True,True
tellemthatsme_ai-nexus-project-hub,65,False,False,False,1.17,182,True,True
tellemthatsme_ai-phone-farm-platform,65,False,False,False,1.76,263,True,True
tellemthatsme_ai-phone-farming-platform,65,False,False,False,0.26,138,True,True
tellemthatsme_ai-pulse-dashboard,65,False,False,False,1.88,244,True,True
tellemthatsme_ai-pulse-dashboard-72,90,True,True,False,1.9,250,True,True
tellemthatsme_ai-pulse-nexus-ticker,90,True,True,False,1.1,179,True,True
tellemthatsme_ai-s-global-hub,65,False,False,False,1.31,165,True,True
tellemthatsme_ai-synthesis-machine,65,False,False,False,1.42,153,True,True
tellemthatsme_ai-tech-giga-dash,65,False,False,False,1.65,226,True,True
tellemthatsme_ai-tool-guardian-angel,65,False,False,False,1.35,183,True,True
tellemthatsme_ai-toolkit-nexus-forge,65,False,False,False,1.74,220,True,True
tellemthatsme_ai-toolkit-nexus-forge-83,65,False,False,False,1.47,201,True,True
tellemthatsme_ai-world-navigator,65,False,False,False,1.82,200,True,True
tellemthatsme_aicodingassistbolt,65,False,False,False,0.5,79,True,True
tellemthatsme_aicodingbolt,65,False,False,False,1.34,125,True,True
tellemthatsme_aiecosystem,65,False,False,False,0.91,142,True,True
tellemthatsme_AIFreeTierTrackerbolt,65,False,False,False,0.7,167,True,True
tellemthatsme_aiinggfbolt,65,False,False,False,1.37,150,True,True
tellemthatsme_aiprojectbolt,65,False,False,False,0.48,88,True,True
tellemthatsme_aitoolkitbolt,65,False,False,False,0.64,114,True,True
tellemthatsme_aittradingbolt,65,False,False,False,1.12,145,True,True
tellemthatsme_aiwriting,65,False,False,False,1.57,209,True,True
tellemthatsme_allinonecryptobolt,65,False,False,False,0.63,118,True,True
tellemthatsme_allspark-dev-studio,65,False,False,False,1.37,176,True,True
tellemthatsme_arcana-craft,65,False,False,False,1.54,181,True,True
tellemthatsme_artbot-crypto-verse,65,False,False,False,1.11,151,True,True
tellemthatsme_AusAIAgencybolt-,65,False,False,False,0.36,82,True,True
tellemthatsme_ausaiagentcybolt,65,False,False,False,0.35,81,True,True
tellemthatsme_aussie-burnout-legends,65,False,False,False,3.88,198,True,True
tellemthatsme_aussie-burnout-legends-61,65,False,False,False,4.45,227,True,True
tellemthatsme_aussie-deals-hub,65,False,False,False,1.76,247,True,True
tellemthatsme_automated-app-genesis,65,False,False,False,1.11,187,True,True
tellemthatsme_avatra-content-hive,65,False,False,False,0.95,138,True,True
tellemthatsme_bloom-boost-social,65,False,False,False,1.71,207,True,True
tellemthatsme_bookcraft-nexus-publish,65,False,False,False,1.4,194,True,True
tellemthatsme_bot-trading-alpha-hub,65,False,False,False,2.73,320,True,True
tellemthatsme_bot-trading-maestro,100,True,True,True,1.3,193,True,True
tellemthatsme_bot-trading-renaissance-hub,65,False,False,False,1.79,203,True,True
tellemthatsme_brainstorm-architect,65,False,False,False,2.1,208,True,True
tellemthatsme_browse-time-insight,65,False,False,False,1.48,164,True,True
tellemthatsme_browser-quad-vision,65,False,False,False,1.05,157,True,True
tellemthatsme_chat-merge-mastery,65,False,False,False,1.87,215,True,True
tellemthatsme_chat-saga-sorter,75,False,False,True,1.57,221,True,True
tellemthatsme_chat-saga-sorter-ad13c3d7,75,False,False,True,1.6,221,True,True
tellemthatsme_chatbolthiostory,65,False,False,False,0.62,124,True,True
tellemthatsme_chatexporterbolt,65,False,False,False,0.23,85,True,True
tellemthatsme_chathistoryboplt,65,False,False,False,1.19,144,True,True
tellemthatsme_chatify-organizer,65,False,False,False,2.16,217,True,True
tellemthatsme_chatplatformbolt,65,False,False,False,1.45,144,True,True
tellemthatsme_chatprocessor,65,False,False,False,0.99,128,True,True
tellemthatsme_chatsortold,65,False,False,False,1.32,232,True,True
tellemthatsme_chatty-app-factory,90,True,True,False,1.57,208,True,True
tellemthatsme_claude-agent-forge,65,False,False,False,1.48,282,True,True
tellemthatsme_cmsbolt,65,False,False,False,1.22,136,True,True
tellemthatsme_code-discovery-navigator,65,False,False,False,1.41,189,True,True
tellemthatsme_code-lens-ai-review,65,False,False,False,1.04,182,True,True
tellemthatsme_code-narrative-alchemy,65,False,False,False,1.4,204,True,True
tellemthatsme_compcryptobolt,65,False,False,False,1.11,144,True,True
tellemthatsme_conversation-crafter,65,False,False,False,1.41,187,True,True
tellemthatsme_cosmos-ai-desk,65,False,False,False,1.51,183,True,True
tellemthatsme_craft-ai-stack,65,False,False,False,1.4,175,True,True
tellemthatsme_craft-your-world-87,65,False,False,False,2.0,263,True,True
tellemthatsme_creatoros-clone,65,False,False,False,1.45,212,True,True
tellemthatsme_creatoros-clone-1,65,False,False,False,1.34,181,True,True
tellemthatsme_crypto-command-center-lovable,65,False,False,False,2.18,313,True,True
tellemthatsme_crypto-genesis-ai,65,False,False,False,0.93,167,True,True
tellemthatsme_cryptobolt,65,False,False,False,1.0,109,True,True
tellemthatsme_cryptobot-nexus-ai,65,False,False,False,0.93,162,True,True
tellemthatsme_dev-stream-seek,65,False,False,False,1.66,173,True,True
tellemthatsme_devflow-matrix,65,False,False,False,1.31,200,True,True
tellemthatsme_diagram-insight-ai,65,False,False,False,1.19,203,True,True
tellemthatsme_dream-crypto-trade-sim,65,False,False,False,1.08,166,True,True
tellemthatsme_ember-build-spark,65,False,False,False,1.19,181,True,True
tellemthatsme_emergent,75,False,False,True,0.27,132,True,True
tellemthatsme_engage-boost-social-reach,90,True,True,False,2.03,205,True,True
tellemthatsme_engage-flow-insights-ai,65,False,False,False,1.55,195,True,True
tellemthatsme_firefox,65,False,False,False,0.44,93,True,True
tellemthatsme_forge-creative-flow,65,False,False,False,1.4,180,True,True
tellemthatsme_freeitbolt,65,False,False,False,1.03,132,True,True
tellemthatsme_freetrail,65,False,False,False,0.4,126,True,True
tellemthatsme_freetrailbolt,65,False,False,False,0.45,90,True,True
tellemthatsme_fusion-sight-navigator-buddy,65,False,False,False,0.89,143,True,True
tellemthatsme_git-insight-hub,65,False,False,False,1.48,211,True,True
tellemthatsme_githubdoco,65,False,False,False,0.9,107,True,True
tellemthatsme_githubhubbolt,65,False,False,False,0.37,96,True,True
tellemthatsme_githubrepoanalyzer,65,False,False,False,0.49,129,True,True
tellemthatsme_guardian-ai-speak,65,False,False,False,1.38,200,True,True
tellemthatsme_hackathonbolt,65,False,False,False,1.24,179,True,True
tellemthatsme_hyperdrive-ai-nexus,65,False,False,False,1.35,179,True,True
tellemthatsme_hyperlink-organizer-plus,65,False,False,False,1.26,176,True,True
tellemthatsme_ideaforgemobilebolt,65,False,False,False,0.71,86,True,True
tellemthatsme_idealaunch-hub,90,True,True,False,1.89,215,True,True
tellemthatsme_image-code-scholar,65,False,False,False,1.14,190,True,True
tellemthatsme_insight-enterprise-ai-nexus,65,False,False,False,1.21,189,True,True
tellemthatsme_insight-garden-craft,65,False,False,False,1.33,156,True,True
tellemthatsme_intellicode-nexus,65,False,False,False,1.0,148,True,True
tellemthatsme_intellitool-dash,65,False,False,False,1.32,168,True,True
tellemthatsme_JARVIS-Ecosystem,65,False,False,True,0.59,107,True,True
tellemthatsme_kbbolt,65,False,False,False,0.51,96,True,True
tellemthatsme_kbbolt2,65,False,False,False,0.24,51,True,True
tellemthatsme_keno-oz-oracle,65,False,False,False,1.91,205,True,True
tellemthatsme_kenobolt,65,False,False,False,0.59,108,True,True
tellemthatsme_keymaster-bot,90,True,True,False,1.71,177,True,True
tellemthatsme_knnoo,55,False,False,False,0.03,48,True,True
tellemthatsme_knowl-ai-nexus,65,False,False,False,0.92,159,True,True
tellemthatsme_legacy-compass,65,False,False,False,1.17,151,True,True
tellemthatsme_legacy-video-forge,65,False,False,False,1.71,227,True,True
tellemthatsme_lovable-api-genesis,65,False,False,False,1.08,158,True,True
tellemthatsme_lovable-complex-creator,90,True,True,False,1.84,210,True,True
tellemthatsme_lovable-trading-sight,65,False,False,False,0.85,138,True,True
tellemthatsme_lovable-view-hub-nexus,65,False,False,False,1.69,213,True,True
tellemthatsme_loving-crypto-insights,65,False,False,False,1.49,227,True,True
tellemthatsme_lumen-ai-pulse,65,False,False,False,1.19,156,True,True
tellemthatsme_meme-finding,65,False,False,False,2.07,234,True,True
tellemthatsme_monetization-dashboard,65,False,False,False,1.42,166,True,True
tellemthatsme_money-mint-machine,65,False,False,False,1.56,189,True,True
tellemthatsme_moneymakerbolt,65,False,False,False,0.42,82,True,True
tellemthatsme_multi-key-mind,90,True,True,False,1.39,218,True,True
tellemthatsme_my-life-verified,65,False,False,False,0.96,165,True,True
tellemthatsme_n8n-verse,65,False,False,False,1.33,177,True,True
tellemthatsme_nocodeexplorerbolt,65,False,False,False,0.53,107,True,True
tellemthatsme_open-source-showcase,65,False,False,False,2.01,261,True,True
tellemthatsme_openrouter-archon-unlimited-ai,75,False,False,True,0.79,77,True,True
tellemthatsme_orchids-devsuite,65,False,False,False,1.17,139,True,True
tellemthatsme_persona-craft-agency,65,False,False,False,1.28,169,True,True
tellemthatsme_poke-marvel-market,65,False,False,False,1.46,207,True,True
tellemthatsme_portalaibolt,65,False,False,False,0.22,69,True,True
tellemthatsme_productblueprintbolt,65,False,False,False,0.55,100,True,True
tellemthatsme_project-confluence-magic,65,False,False,False,1.83,169,True,True
tellemthatsme_project-genesis,65,False,False,False,1.43,240,True,True
tellemthatsme_project-genesis-ai,65,False,False,False,1.45,242,True,True
tellemthatsme_project-sage-haven,90,True,True,False,1.81,203,True,True
tellemthatsme_project-sifter,65,False,False,False,1.72,199,True,True
tellemthatsme_projectbolt,65,False,False,False,0.24,75,True,True
tellemthatsme_projectmanagemenbolt,65,False,False,False,0.8,127,True,True
tellemthatsme_projmanagementhub,65,False,False,False,1.1,113,True,True
tellemthatsme_prompt-waterfall-blitz,65,False,False,False,1.89,197,True,True
tellemthatsme_promptbrain-organizer-ai,65,False,False,False,1.51,209,True,True
tellemthatsme_prompthubbolt,65,False,False,False,1.57,239,True,True
tellemthatsme_quantify-ai-trader,65,False,False,False,1.49,201,True,True
tellemthatsme_repo-rite,100,True,True,True,1.84,208,True,True
tellemthatsme_repo-wizard-supreme,90,True,True,False,3.58,378,True,True
tellemthatsme_repo-wizard-unleashed,65,False,False,False,3.05,322,True,True
tellemthatsme_research-loop-dashboard,65,False,False,False,2.16,211,True,True
tellemthatsme_roundabout-creator-hub,65,False,False,False,1.57,165,True,True
tellemthatsme_scrape-automator-wizard,65,False,False,False,2.35,285,True,True
tellemthatsme_sketch-to-artifact-builder,65,False,False,False,1.21,160,True,True
tellemthatsme_socialautomationbolt,65,False,False,False,0.62,120,True,True
tellemthatsme_socialmediabolt,65,False,False,False,2.08,172,True,True
